constraint_name,table,columns_or_predicate,type,migration/model/database_contract,service_command,operation_id,current_precheck,current_integrity_handling,current_http_status_code_details,recommended_status_code_details,transaction_owner,required_tests
not_null:publication_works.status,publication_works,status,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:49-158; backend/alembic/versions/0035_business_workflow_primary_tasks.py:83-121; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:166-185 ; backend/app/models/publication.py:28-290 ; contracts/database.md:329,333,434-448",publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接构造/修改为 publication_works.status 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,publication_works.status 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:publication_works.status；仅覆盖直接 owner publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:publication_works.updated_at,publication_works,updated_at,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:49-158; backend/alembic/versions/0035_business_workflow_primary_tasks.py:83-121; backend/alembic/versions/0037_simplify_deletion_lifecycle.py:166-185 ; backend/app/models/publication.py:28-290 ; contracts/database.md:329,333,434-448",publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接构造/修改为 publication_works.updated_at 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,publication_works.updated_at 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:publication_works.updated_at；仅覆盖直接 owner publication.create_publication_work; publication.update_publication_preparation; publication.mark_publication_platform_review; publication.register_publication_result; publication.switch_publication_content_version; publication.verify_publication_work; publication.close_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation createPublicationWork;updatePublicationPreparation;markPublicationPlatformReview;registerPublicationResult;switchPublicationContentVersion;verifyPublicationWork;closePublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:published_articles.id,published_articles,id,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:233-254 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,451-453",publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,verifyPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_articles.id 专用预检，数据库 NOT NULL 是 authority,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_articles.id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_articles.id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_articles.id；仅覆盖直接 owner publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation verifyPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_articles.verification_id,published_articles,verification_id,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:233-254 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,451-453",publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task,verifyPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_articles.verification_id 专用预检，数据库 NOT NULL 是 authority,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_articles.verification_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_articles.verification_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_articles.verification_id；仅覆盖直接 owner publication.verify_publication_work; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation verifyPublicationWork;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.description,published_content_issues,description,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.description 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.description 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.description：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.description；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.id,published_content_issues,id,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.id 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.id；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.kind,published_content_issues,kind,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.kind 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.kind 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.kind：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.kind；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.opened_at,published_content_issues,opened_at,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.opened_at 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.opened_at 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.opened_at：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.opened_at；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.opened_by,published_content_issues,opened_by,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.opened_by 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.opened_by 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.opened_by：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.opened_by；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.published_article_id,published_content_issues,published_article_id,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.published_article_id 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.published_article_id 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.published_article_id：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.published_article_id；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.revision,published_content_issues,revision,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.revision 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.revision 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.revision：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.revision；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:published_content_issues.status,published_content_issues,status,NOT NULL,"backend/alembic/versions/0034_publication_workflow_redesign.py:255-329 ; backend/app/models/publication.py:28-290 ; contracts/database.md:303,333,454",publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task,openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 直接写入/修改/删除链按该列或触发器语义执行；未见 not_null:published_content_issues.status 专用预检，数据库 NOT NULL 是 authority,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task: 未见按 not_null:published_content_issues.status 专用 diagnostics mapper；失败由最终 owner rollback，异常进入全局 handler（worker 则由独立 Session 处理）,HTTP owner 当前未捕获时全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）。,not_null:published_content_issues.status：按 PostgreSQL diagnostics 精确映射；未批准领域 code 时 default500/contract-decision required，禁止错误文本映射。,publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task 的最终 flush/commit command 或独立 worker Session（间接 helper 不拥有事务）,真实 PostgreSQL NOT NULL sentinel：not_null:published_content_issues.status；仅覆盖直接 owner publication.open_published_content_issue; publication.resolve_published_content_issue; publication.permanently_delete_published_article; publication.permanently_delete_content_task / operation openPublishedContentIssue;resolvePublishedContentIssue;permanentlyDeletePublishedArticle;permanentlyDeleteContentTask；断言失败边界、rollback、无 SUCCESS audit
not_null:query_topics.canonical_question,query_topics,canonical_question,NOT NULL,"backend/app/migration_schema_v1.py:348-356 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:153-159,185",content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic,createQueryTopic;updateQueryTopic;deleteQueryTopic,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 直接构造/修改为 query_topics.canonical_question 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,query_topics.canonical_question 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:query_topics.canonical_question；仅覆盖直接 owner content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic / operation createQueryTopic;updateQueryTopic;deleteQueryTopic；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:query_topics.created_at,query_topics,created_at,NOT NULL,"backend/app/migration_schema_v1.py:348-356 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:153-159,185",content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic,createQueryTopic;updateQueryTopic;deleteQueryTopic,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 直接构造/修改为 query_topics.created_at 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,query_topics.created_at 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:query_topics.created_at；仅覆盖直接 owner content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic / operation createQueryTopic;updateQueryTopic;deleteQueryTopic；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:query_topics.id,query_topics,id,NOT NULL,"backend/app/migration_schema_v1.py:348-356 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:153-159,185",content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic,createQueryTopic;updateQueryTopic;deleteQueryTopic,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 直接构造/修改为 query_topics.id 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,query_topics.id 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:query_topics.id；仅覆盖直接 owner content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic / operation createQueryTopic;updateQueryTopic;deleteQueryTopic；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:query_topics.intent_type,query_topics,intent_type,NOT NULL,"backend/app/migration_schema_v1.py:348-356 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:153-159,185",content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic,createQueryTopic;updateQueryTopic;deleteQueryTopic,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 直接构造/修改为 query_topics.intent_type 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,query_topics.intent_type 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:query_topics.intent_type；仅覆盖直接 owner content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic / operation createQueryTopic;updateQueryTopic;deleteQueryTopic；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
not_null:query_topics.revision,query_topics,revision,NOT NULL,"backend/app/migration_schema_v1.py:348-356 ; backend/app/models/configuration.py:26-125 ; contracts/database.md:153-159,185",content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic,createQueryTopic;updateQueryTopic;deleteQueryTopic,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 直接构造/修改为 query_topics.revision 提供值；未见独立 NOT NULL 预检，DB NOT NULL 是 authority,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic: 未按 23502 的 table_name/column_name 做本地 mapper；HTTP 异常进入 errors.py:76-79，全局 worker/内部路径仅失败,23502 当前 HTTP owner 全局 409 REVISION_CONFLICT / 数据约束冲突（不泄漏 DB）,query_topics.revision 缺失应由 contract-decision 批准字段级 4xx；未知 23502 default500，不能伪装 revision,content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic 的直接 command 顶层 Session（由 owner 负责 flush/commit/rollback）,真实 PostgreSQL NOT NULL sentinel：not_null:query_topics.revision；仅覆盖直接 owner content_planning.create_query_topic; content_planning.update_query_topic; content_planning.delete_query_topic / operation createQueryTopic;updateQueryTopic;deleteQueryTopic；断言 diagnostics/HTTP 或 worker 失败边界、rollback、无 SUCCESS audit
